官方邮箱,起点,运营单位,抽签,最后编辑人,状态,分项规模,赛事,最后编辑时间,创建人,完赛经历要求,报名费,体检报告,联系电话,省份,赛事等级,创建时间,报名渠道,比赛路线,主办单位,奖牌,官网,比赛日期,缴费时间,退出机制,比赛项目,出签日期,总规模,微信公众号,报名开启时间,报名截止时间
sheshan-marathon@imohoo.com,上海欢乐谷-东南门,南京魔盒信息科技有限公司,✔️,,已结束,8000,上海佘山半程马拉松,,,未提及,200,未提及,025-87775902,上海,A,,官网/微信/小程序,https://docimg2.docs.qq.com/image/AgAACG-qqCHSK43HZdNH4rxeo87eJDC3.jpeg?w=1080&h=1556,上海市松江区人民政府,,https://www.sj-marathon.com,2025-04-13 09:15,报名时缴费,3.20前可退出报名，出签后伤病可退,半程,2025-03-24 11:06,8000,G60上海佘山半程马拉松,2025-03-03 14:00,2025-03-13 18:00
qxnxfmls@163.com,阳光谷旅游度假区,贵州钟山旅游产业发展有限责任公司,❌,,已结束,3000/7119,万峰林半程马拉松,,,半程或以上,88/8.8,自行评估,17262350119,贵州,B,,官网/微信/小程序 / 数字心动,,黔西南州人民政府,,,2025-04-20 10:44,报名时缴费,无,半程 / 短距离,,10119,黔西南消防,2025-03-01 11:09,2025-03-31 23:59
haidianmarathon@163.com,中关村展示中心会议中心,北京中锐体育产业有限公司,✔️,,已结束,2000/3000,中国田径协会10公里精英赛（北京·海淀站）,,,未提及,99/66,自行评估,18511942195,北京,A / WA,,官网/微信/小程序 / 数字心动 / 马拉马拉,,中国田径协会 / 北京市海淀区人民政府,,http://10k.haidian-marathon.com,2025-04-06 09:07,报名时缴费,个人不可抗力原因可申请退赛,10km / 短距离,2025-03-20 11:11,5000,海淀马拉松,2025-03-03 10:00,2025-03-09 18:00
,,北京华兴众泰体育科技有限责任公司,✔️,,已结束,5000,顺义后沙峪人才社区半程马拉松,,,半程或以上,120,自行评估,010-68900260,北京,A,,数字心动 / 马拉马拉 / 最酷,,北京市体育局 / 北京市体育总会 / 北京市顺义区人民政府,,,2025-04-26 10:17,报名时缴费,,半程,2025-03-13 14:54,5000,北京顺义峪马,2025-02-18 10:30,2025-03-02 23:59
ximahuipao@163.com,池望广场,西安西马汇跑赛事运营有限公司,✔️,,已结束,7000/3000,西咸新区半程马拉松赛,,,未提及,150/80,自行评估,400-1142195,陕西,A,,官网/微信/小程序,,陕西省西咸新区开发建设管理委员会,,http://www.xianmarathon.com,2025-04-20 09:52,中签后缴费,3月28日前可退出,半程 / 短距离,2025-03-13 10:57,10000,,2025-03-03 10:00,2025-03-07 18:00
,,重庆炫豹体育文化产业有限公司,❌,,已结束,2500/6500,奉节半程马拉松,,,,150/60,自行评估,023-67302960,重庆,A,,官网/微信/小程序 / 数字心动,,中共奉节县委 / 奉节县人民政府,,,2025-04-13 14:02,报名时缴费,无,半程 / 短距离,,9000,,2025-03-06 10:00,2025-03-31 23:59
,厦门工学院,厦门工学院体育发展有限公司,✔️,,已结束,1000/3200,德文厦门工学院马拉松赛,,,未提及,160/120,自行评估,18120777920,福建,B,,官网/微信/小程序 / 数字心动 / 最酷,,福建德文教育投资集团有限公司 / 厦门工学院,,,2025-04-13 09:17,报名时缴费,,全程 / 半程,2025-02-27 15:30,4200,,2025-01-01 10:00,2025-02-15 23:59
,,广西达才体育健身有限公司 / 成都尚跑体育文化传播有限公司,❌,,已结束,4500/5500,三江半程马拉松赛,,,半程或以上,150/73,自行评估,,广西,B,,官网/微信/小程序,,三江侗族自治县人民政府,,,2025-04-20 17:50,报名时缴费,3月31日前可退费,半程 / 短距离,,10000,三江马拉松,2025-03-14 12:00,2025-03-31 18:00
,黄姚镇-东牌楼,中奥致胜（北京）体育发展有限公司,❌,,已结束,1000/1500/2500,黄姚古镇马拉松,,,未提及,160/120/80,未提及,,广西,A,,官网/微信/小程序 / 我要赛,https://docimg7.docs.qq.com/image/AgAACG-qqCHyihJLFqJAdqNqUKA_I-gR.png?w=1080&h=1167,贺州市人民政府,,,2025-04-13 10:16,报名时缴费,,全程 / 半程 / 短距离,,5000,奥盈体育,2025-02-14 09:00,2025-03-03 23:59
51130233@qq.com,杨凌农业科技展览中心,,✔️,,已结束,8000/8000/4000,杨凌农科城马拉松赛,,,半程或以上,200/180/100,自行评估,029-87036066,陕西,A / 标牌,,官网/微信/小程序,,陕西省体育局 / 陕西省文化和旅游厅 / 杨凌示范区管委会,,http://www.yangling-marathon.com,2025-04-13 10:45,报名时缴费,无,全程 / 半程 / 短距离,2025-01-18 11:35,20000,杨凌农科城马拉松,2025-01-08 10:00,2025-01-12 18:00
,晋城高平开元名都酒店,华舰体育赛事发展（山西）有限公司,❌,,已结束,3000/5000/4000,高平马拉松赛,,,未提及,120/100/50,未提及,0351-6933111,山西,B,,官网/微信/小程序,,晋城市体育局 / 高平市人民政府,,,2025-05-02 00:00,报名时缴费,无,全程 / 半程 / 短距离,,12000,华舰赛事,2025-03-07 10:00,2025-03-22 23:59
2658719366@qq.com,,河南世纪中原体育文化有限公司,❌,,已结束,3000/10000/5000,安阳马拉松赛,,,未提及,150/120/50,自行评估,0371-86667787,河南,A,,官网/微信/小程序 / 数字心动,,安阳市人民政府,,,2025-04-26 09:13,报名时缴费,无,全程 / 半程 / 短距离,,18000,安阳马拉松,2025-02-12 10:00,2025-03-10 10:00
xianningmarathon@163.com,咸宁人民广场,广州博润体育科技有限公司,✔️,,已结束,4000/6000/8000,咸宁马拉松,,,未提及,180/150/80,自行评估,13044802661,湖北,A,,官网/微信/小程序 / 数字心动 / 最酷,,湖北省体育局 / 咸宁市人民政府,,https://www.xianningmarathon.com,2025-04-13 13:21,报名时缴费,无,全程 / 半程 / 短距离,2025-03-10 15:00,18000,咸宁马拉松,2025-01-14 10:00,2025-02-21 18:00
beijing-halfmarathon@brtv.org.cn,天安门广场,,✔️,,已结束,20000,北京半程马拉松,,,未提及,120,自行评估,13161117089,北京,A / 标牌,,官网/微信/小程序 / 马拉马拉,,北京市体育局,,http://beijing-halfmarathon.com,2025-04-20 10:44,中签后缴费,无,半程,2025-03-31 10:45,20000,北京半程马拉松,2025-03-18 20:00,2025-03-22 00:00
jms210975@163.com,佳木斯文体会展中心,,✔️,,已结束,2000,中国田径协会10公里精英赛（佳木斯站）,,,未提及,80,未提及,16534540672,黑龙江,A / WA,,官网/微信/小程序 / 数字心动 / 马拉马拉 / 润赛美佳 / 智赛通 / 跑跑网(马拉松报名),,中国田径协会 / 佳木斯市人民政府,,https://jiamusimarathon.com,2025-09-07 00:00,报名时缴费,,10km,2025-08-20 00:00,2000,佳木斯体育,2025-07-21 10:00,2025-08-07 17:00
,市政广场,北京耐吉文化传播有限公司,❌,,已结束,6000/3000,宁夏沙坡头半程马拉松赛,,,未提及,140/60,自行评估,0951-5100000,宁夏,B,,官网/微信/小程序 / 数字心动 / 马拉马拉 / 跑跑网(马拉松报名) / 最酷 / 润赛美佳 / 智赛通 / 马拉松报名网,"https://docimg5.docs.qq.com/image/AgAACG-qqCFmrqc4bFxKxZXebA-KqbiR.jpeg?w=1080&h=642, https://docimg2.docs.qq.com/image/AgAACG-qqCFBU94j8DROjpijcb3cMyl-.jpeg?w=1080&h=641",中共中卫市沙坡头区委员会 / 中卫市沙坡头区人民政府,https://docimg9.docs.qq.com/image/AgAACG-qqCEs4PJ27ZtOSoARNzhzCMRS.png?w=958&h=655,,2025-08-31 00:00,报名时缴费,无,半程 / 短距离,,9000,中卫沙坡头区马拉松,2025-07-12 10:00,2025-07-31 10:00
linzhimarathon@163.com,,江苏有迈体育发展股份有限公司,✔️,,已结束,2000/1000,林芝半程马拉松,,,亚高原或海拔1000米以上半程,180/80,必须,19905197127,西藏,A,,官网/微信/小程序 / 数字心动,,西藏自治区体育局 / 林芝市人民政府,,http://linzhimarathon.umaysports.cn,2025-07-27 00:00,报名时缴费,,半程 / 短距离,2025-07-10 00:00,3000,有迈路跑,2025-06-20 10:00,2025-07-06 18:00
,,烟台落基体育有限公司,❌,,已结束,3000/6000/3000,海阳马拉松,,,未提及,179/149/79,未提及,,山东,B,,官网/微信/小程序 / 数字心动,,烟台市体育局 / 海阳市人民政府,,,2025-05-25 00:00,报名时缴费,,全程 / 半程 / 短距离,,12000,落基体育RockySports,2025-02-14 13:14,2025-04-24 23:59
,奥体中路,北京中迹体育管理有限公司,✔️,,已结束,20000/6000/14000,兰州马拉松,,,未提及,200/160/60,必须,0931-8433220,甘肃,A / 金标 / AIMS,,官网/微信/小程序,,甘肃省体育局 / 兰州市人民政府,,http://lzmarathon.com,2025-05-25 14:45,中签后缴费,有,全程 / 半程 / 短距离,2025-03-17 10:09,40000,兰州马拉松,2025-03-06 10:00,2025-03-15 17:00
,楚蜀大道与大坝路交叉口,,❌,,已结束,2000/4000/6000,咸丰马拉松,,,半程或以上 / 10km及以上,150/120/60,可用完赛证书,18671861777,湖北,B,,数字心动 / 马拉马拉 / 第一赛道,,咸丰县人民政府,,,2025-06-29 11:06,报名时缴费,5月25日18：00可以退改,全程 / 半程 / 短距离,,10000,,2025-04-30 10:00,2025-06-10 18:00
,县委广场[公交站],华舰体育赛事发展（山西）有限公司,❌,,已结束,1000/2500/1500,稷山马拉松,,,未提及,100/80/50,自行评估,0531-6933111,山西,B,,官网/微信/小程序,,稷山县人民政府,,https://www.huajiansaishi.com,2025-05-11 00:00,报名时缴费,无,全程 / 半程 / 短距离,,5000,华舰赛事,2025-02-14 18:00,2025-02-21 18:00
WLHM@zjhlsports.cn,黄龙体育中心,浙江跑神体育文化策划有限公司 / 浙江黄龙体育发展有限公司,✔️,,已结束,5000,西湖半程马拉松,,,男子半程145全程340女子半程155全程400以内,150,必须,0571-87630508,浙江,A,,官网/微信/小程序,https://docimg1.docs.qq.com/image/AgAACG-qqCF5DfbjXY1C25hYM17L50-Y.png?w=1080&h=1106,西湖区人民政府 / 杭州西湖风景名胜区管理委员会 / 浙江省黄龙体育中心 / 浙江省马拉松及路跑协会,,https://www.hlsports.net/marathon,2025-05-25 00:00,报名时缴费,,半程,2025-05-04 11:28,5000,西湖半程马拉松,2025-04-26 09:00,2025-04-29 09:00
,十三陵水库,北京京视体育发展有限责任公司,✔️,,已结束,5000,北京奥运城市体育文化节- RUN GIRLS女子跑昌平十三陵10公里,,,未提及,120,自行评估,13161117089,北京,B,,官网/微信/小程序 / 数字心动 / 马拉马拉 / 最酷,,北京市昌平区人民政府 / 北京奥运城市发展促进会,,,2025-09-07 00:00,报名时缴费,,10km,,5000,北京奥运城市发展促进会,2025-07-18 10:00,2025-08-15 10:00
yudumalasong@126.com,中央红军长征出发地纪念园,,✔️,,已结束,4500/1500,于都半程马拉松,,,10km及以上,118/50,自行评估,,江西,B,,官网/微信/小程序 / 数字心动,,于都县人民政府,,,2025-05-11 00:00,报名时缴费,无 ,半程 / 短距离,2025-04-30 10:27,6000,于都马拉松,2025-04-12 11:06,2025-04-25 18:00
tianshanmarathon@163.com,,厦门文广体育有限公司,❌,,已结束,1100/1700/1700,吉木萨尔天山马拉松,,,未提及,150/120/80,自行评估,0994-6955888,新疆,A,,官网/微信/小程序 / 数字心动,,吉木萨尔县人民政府,,https://tianshanmarathon@163.com,2025-08-17 00:00,报名时缴费,,全程 / 半程 / 短距离,,4500,吉木萨尔天山马拉松,2025-07-11 10:00,2025-07-30 23:59
jxmarathon@sport-china.cn,,,❌,,已结束,3500/2500,金秀半程马拉松,,,半程或以上,120/60,自行评估,,广西,B,,官网/微信/小程序 / 第一赛道 / 数字心动,,中共金秀瑶族自治县委员会 / 金秀瑶族自治县人民政府,,https://jinxiu.gusto.cn/,2025-06-29 11:07,报名时缴费,"1.退赛退费：（1）已提交报名信息及支付的选手，在退改服务期限内，可在订单页面自行办理退费服务。（2）完成缴费后24小时内的报名订单，申请退赛退费的将不收取任何费用，报名费将在申请后1个工作日内全额原路退回。（3）完成缴费后超过24小时的报名订单，申请退赛退费的不论项目均需收取20元/次的服务费，扣除相应服务费后剩余费用在申请后1个工作日内原路退回。
2.改换项目：（1）需要更换项目的选手，在退改服务截止前，可先进行退赛退费操作后，重新报名需改换的项目。（2）从短距离项目改长距离项目者，还须符合长距离项目参赛条件并通过审核后方能获得参赛资格。
3.退改服务期限6月15日18:00退费服务系统关闭，将不再受理任何退费申请。",半程 / 短距离,,6000,金秀半程马拉松,2025-05-29 14:00,2025-06-13 10:00
,,云南博捷体育赛事策划有限公司,❌,,已结束,5000/5000,中国田径协会10公里精英赛（曲靖·麒麟）,,,未提及,80/50,必须,13060487748,云南,A / WA,,数字心动,,中国田径协会 / 曲靖市人民政府 / 云南省体育局 / 云南省文化和旅游厅 / 云南省民族宗教事务委员会 / 云南省商务厅,,,2025-07-27 17:58,报名时缴费,,10km / 短距离,,10000,,2025-06-16 10:00,2025-07-15 22:00
miyunmarathon@126.com,,北京中锐体育产业有限公司,✔️,,已结束,4000/5000/3000,密云马拉松,,,半程或以上,200/160/100,自行评估,010-53899656,北京,A / 精英,,官网/微信/小程序 / 数字心动 / 马拉马拉,,北京市密云区人民政府,,,2025-05-25 08:55,报名时缴费,,全程 / 半程 / 短距离,2025-04-18 10:34,12000,密云生态马拉松,2025-03-20 10:00,2025-03-31 15:00
ylh-marathon@xempower.com.cn,七彩广场,南京魔盒信息科技有限公司,✔️,,已结束,2000/3000/10000,伊犁河马拉松,,,未提及,150/120/50,自行评估,025-87775902,新疆,A,,官网/微信/小程序,,伊宁市人民政府,,https://ylhmls.xempower.cn,2025-05-18 11:17,报名时缴费,,全程 / 半程 / 短距离,2025-05-04 15:38,15000,伊犁河马拉松,2025-04-17 10:00,2025-04-30 18:00
wlmqmarathon@163.com,新疆国际会展中心-南2门,南京善跑体育科技有限公司,✔️,,已结束,4000/6000/4000,乌鲁木齐马拉松,,,未提及,150/120/80,自行评估,025-87775902,新疆,A,,官网/微信/小程序,,新疆维吾尔区体育局 / 乌鲁木齐市人民政府,,http://urumqimarathon.xempower.cn,2025-08-31 17:18,报名时缴费,,全程 / 半程 / 短距离,2025-07-25 00:00,14000,乌鲁木齐马拉松,2025-06-24 10:00,2025-07-15 18:00
lhsmarathon@163.com,力旺·孔雀林,常州有迈竞创体育文化有限公司,✔️,,已结束,9000/3000,长春莲花山半程马拉松,,,未提及,150/80,自行评估,19905197127,吉林,B,,官网/微信/小程序 / 数字心动,,长春市体育局 / 长春莲花山生态旅游度假区管理委员会,,,2025-09-07 00:00,报名时缴费,,半程 / 短距离,2025-08-01 00:00,12000,长春莲花山度假区旅游局,2025-06-30 09:00,2025-07-27 18:00
jilinmarathon@126.com,,,✔️,,已结束,10000/10000/10000,吉林市马拉松,,,未提及,180/160/80,自行评估,19905197127,吉林,A / 金标,,官网/微信/小程序 / 数字心动,,吉林市人民政府 / 吉林省体育局,,http://jilinmarathon.com,2025-05-18 10:03,中签后缴费,,全程 / 半程 / 短距离,2025-04-18 18:26,30000,吉林市马拉松,2025-03-20 12:00,2025-04-13 18:00
2141436164@qq.com,,,❌,,已结束,2000/3000/5000,怀宁马拉松,,,未提及,100/80/30,未提及,,安徽,B,,官网/微信/小程序,,怀宁县人民政府 / 安庆市教育体育局,,,2025-05-11 10:41,报名时缴费,无,全程 / 半程 / 短距离,,10000,秀莓怀宁,2025-02-08 10:00,2025-03-31 23:59
prwmls@sina.cn,和平公园,王者传奇（北京）体育文化有限公司,❌,,已结束,3500/2500,沈阳沈北蒲河女子半程马拉松,,,未提及,120/60,必须,17615191214,辽宁,A,,数字心动 / 马拉马拉 / 润赛美佳 / 汇跑参赛助手 / 最酷 / 跑跑网(马拉松报名),,辽宁省妇女联合会 / 沈阳市妇女联合会 / 沈阳市体育局 / 沈阳市沈北新区人民政府,,,2025-06-15 17:40,报名时缴费,,半程 / 短距离,,6000,沈阳沈北蒲河女子半程马拉松,2025-04-28 18:00,2025-05-30 10:00
relay@42195.com,青海体育中心,,✔️,,已结束,10000/5000,西宁半程马拉松,,,未提及,100/80,未提及,028-83419663,青海,A,,官网/微信/小程序,,西宁市人民政府 / 西宁市城西区人民政府,,,2025-06-29 11:09,报名时缴费,,半程 / 短距离,2025-04-30 09:43,15000,2025年西宁半程马拉松,2025-04-07 10:00,2025-04-21 10:00
liren18nzmls@sina.com,,王者传奇（北京）体育文化有限公司,❌,,已结束,3500/1500,乳山半程马拉松,,,未提及,120/60,未提及,17615191214,山东,B,,官网/微信/小程序 / 数字心动 / 最酷,,威海市体育局 / 乳山市人民政府,,,2025-05-11 10:42,报名时缴费,无,半程 / 短距离,,5000,,2025-02-20 12:00,2025-04-10 23:59
hrbmlsbm@163.com,音乐长廊,哈尔滨会展博览有限公司,✔️,,已结束,15000/20000,哈尔滨马拉松,,,半程或以上,200/150,必须,0451-51080606,黑龙江,A / 金标 / AIMS,,官网/微信/小程序 / 数字心动,,黑龙江省体育局 / 哈尔滨市人民政府,,https://hrb-marathon.chinaath.com,2025-08-31 09:44,中签后缴费,无,全程 / 半程,2025-07-20 00:00,35000,哈尔滨国际马拉松,2025-07-04 10:00,2025-07-10 23:59
,秦皇岛奥林匹克体育中心,河北野人体育文化发展有限公司,✔️,,已结束,7000/5000/5000,秦皇岛马拉松,,,未提及,150/120/0,自行评估,0335-8018279,河北,A,,官网/微信/小程序 / 数字心动,,秦皇岛市人民政府,,,2025-05-11 16:49,报名时缴费,无,全程 / 半程 / 短距离,2025-03-20 16:24,17000,秦皇岛马拉松,2025-02-28 10:00,2025-03-09 17:00
